;Unnamed: 0.1;Unnamed: 0;coreid;idigbio:associatedsequences;idigbio:barcodeValue;dwc:basisOfRecord;dwc:bed;gbif:canonicalName;dwc:catalogNumber;dwc:class;dwc:collectionCode;dwc:collectionID;idigbio:collectionName;dwc:recordedBy;dwc:vernacularName;idigbio:commonnames;dwc:continent;dwc:coordinateUncertaintyInMeters;dwc:country;idigbio:isoCountryCode;dwc:county;dwc:datasetID;idigbio:eventDate;idigbio:dateModified;idigbio:dataQualityScore;dwc:earliestAgeOrLowestStage;dwc:earliestEonOrLowestEonothem;dwc:earliestEpochOrLowestSeries;dwc:earliestEraOrLowestErathem;dwc:earliestPeriodOrLowestSystem;idigbio:etag;dwc:eventDate;dwc:family;dwc:fieldNumber;idigbio:flags;dwc:formation;dwc:genus;dwc:geologicalContextID;idigbio:geoPoint;dwc:group;idigbio:hasImage;idigbio:hasMedia;dwc:higherClassification;dwc:highestBiostratigraphicZone;dwc:individualCount;dwc:infraspecificEpithet;dwc:institutionCode;dwc:institutionID;idigbio:institutionName;dwc:kingdom;dwc:latestAgeOrHighestStage;dwc:latestEonOrHighestEonothem;dwc:latestEpochOrHighestSeries;dwc:latestEraOrHighestErathem;dwc:latestPeriodOrHighestSystem;dwc:lithostratigraphicTerms;dwc:locality;dwc:lowestBiostratigraphicZone;dwc:maximumDepthInMeters;dwc:maximumElevationInMeters;idigbio:mediarecords;dwc:member;dwc:minimumDepthInMeters;dwc:minimumElevationInMeters;dwc:municipality;dwc:occurrenceID;dwc:order;dwc:phylum;idigbio:recordIds;dwc:recordNumber;idigbio:recordset;dwc:scientificName;dwc:specificEpithet;dwc:startDayOfYear;dwc:stateProvince;dwc:taxonID;dwc:taxonomicStatus;dwc:taxonRank;dwc:typeStatus;idigbio:uuid;dwc:verbatimEventDate;dwc:verbatimLocality;idigbio:version;dwc:waterBody
594;666;12705;feccbac5-55de-45c6-bf4f-b296f19116e2;;;preservedspecimen;;;101061423;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;p.w. korthals;;;asia;;indonesia;idn;;;;2019-07-13T21:07:03.051928+00:00;0.2753623188405797;;;;;;a979fff192f4f2df65545d73f435363c8c76e6f1;;arecaceae;;"[""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;calamus;;;;False;False;;;1.0;;mo;;;plantae;;;;;;;;;;;;;;;;urn:catalog:mo:tropicos:101061423;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:101061423""]";korthals s.n.;5386d272-06c6-4027-b5d5-d588c2afe5e5;calamus plicatus blume;plicatus;;borneo;100157271.0;;;lectotype;feccbac5-55de-45c6-bf4f-b296f19116e2;;;;
741;826;13834;6afabcd5-9b2f-4ed4-a4cb-46fdb8f67c83;;;preservedspecimen;;;pbru00061114;equisetopsida;bru;65888b1e-0a64-4307-95a2-7bfbdb917590;;;;;asia;;indonesia;idn;;;;2021-12-17T12:43:13.876307+00:00;0.2898550724637681;;;;;;68b61181bb69293a10be2cc2beca11d495cee428;;poaceae;;"[""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""taxon_match_failed""]";;panicum;;;;True;True;plantae|charophyta|streptophytina|equisetopsida|magnoliidae|poales|poaceae;;;;brown;;;plantae;;;;;;;java.;;;;"[""7aeca82f-73ec-4013-aa3a-2d199ad7d7fd""]";;;;;64e23673-f5ac-4923-8ede-f057014fd582;poales;charophyta;"[""e5f57bb0-07ec-4405-90b6-dc89647a1cb5\\64e23673-f5ac-4923-8ede-f057014fd582"", ""urn:uuid:b5b983e9-b016-4441-962b-2ef7e6a89a4b"", ""e5f57bb0-07ec-4405-90b6-dc89647a1cb5\\2129087""]";576;e5f57bb0-07ec-4405-90b6-dc89647a1cb5;panicum;;;;813213.0;;genus;;6afabcd5-9b2f-4ed4-a4cb-46fdb8f67c83;;;;
816;901;14842;279d84f3-a55b-4ab9-b16a-21771a3f5115;;;preservedspecimen;;;101097337;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;rani asmarayani|amir mohammad;;;asia;;indonesia;idn;;;2011-06-20;2019-07-13T21:07:03.051928+00:00;0.3188405797101449;;;;;;b9b4c405161b6351d0edbb9094488ff7b288ef44;;undesignated;;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;undesignated;;"{""lat"": -4.7959444, ""lon"": 119.8518889}";;False;False;;;1.0;;mo;;;plantae;;;;;;;sulawesi selatan, kabupaten maros, kecamatan mallawa, desa samaenre, dusun bonto sirih, bantimurung-bulusaraung national park: lodung hill.;;;;;;;635.0;;urn:catalog:mo:tropicos:101097337;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:101097337""]";asmarayani ra 535;5386d272-06c6-4027-b5d5-d588c2afe5e5;orchidaceae juss.;undesignated;171.0;sulawesi;42000388.0;;;;279d84f3-a55b-4ab9-b16a-21771a3f5115;;;;
853;940;15181;271156fc-ad8c-458b-8a31-e8a939c2f0ab;;;preservedspecimen;;;101097319;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;rani asmarayani|amir mohammad|iskandar|iqbal abadi rasjid;;;asia;;indonesia;idn;;;2011-06-16;2019-07-13T21:07:03.051928+00:00;0.3188405797101449;;;;;;05a739178d3542d2bf48dc61a9ef58a1e7dbfca3;;undesignated;;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;undesignated;;"{""lat"": -4.9280278, ""lon"": 119.7671945}";;False;False;;;5.0;;mo;;;plantae;;;;;;;sulawesi selatan, kabupaten maros, kecamatan tompo bulu, bantimurung-bulusaraung national park: foothill of mt. bulusaraung, near the village.;;;;;;;810.0;;urn:catalog:mo:tropicos:101097319;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:101097319""]";asmarayani ra 506;5386d272-06c6-4027-b5d5-d588c2afe5e5;lamiaceae martinov;undesignated;167.0;sulawesi;42000291.0;;;;271156fc-ad8c-458b-8a31-e8a939c2f0ab;;;;
1025;1130;15923;f0a4db47-2f55-4328-ab35-57372418be1a;;;preservedspecimen;;;101097318;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;rani asmarayani|amir mohammad|iskandar|iqbal abadi rasjid;;;asia;;indonesia;idn;;;2011-06-15;2019-07-13T21:07:03.051928+00:00;0.3333333333333333;;;;;;40d7b7752ee0a700c4123c7c46359865ed119883;;undesignated;;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;undesignated;;"{""lat"": -5.0169042, ""lon"": 119.6767284}";;False;False;;;5.0;;mo;;;plantae;;;;;;;sulawesi selatan, kabupaten maros, kecamatan bantimurung, bantimurung-bulusaraung national park: penangkaran kupu-kupu.;;;50.0;;;;25.0;;urn:catalog:mo:tropicos:101097318;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:101097318""]";asmarayani ra 501;5386d272-06c6-4027-b5d5-d588c2afe5e5;gesneriaceae rich. & juss.;undesignated;166.0;sulawesi;42000302.0;;;;f0a4db47-2f55-4328-ab35-57372418be1a;;;;
1072;1179;16069;bc5ac432-27d6-4580-90b0-4a2e5471f4d9;;;preservedspecimen;;;101075303;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;carlo hansen;;;asia;;indonesia;idn;;;1984-04-07;2019-07-13T21:07:03.051928+00:00;0.3043478260869565;;;;;;8cec8018ea66309b11ffbfac277bd23716841b26;;passifloraceae;;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;adenia;;"{""lat"": -2.0, ""lon"": 112.4666667}";;True;True;;;1.0;;mo;;;plantae;;;;;;;kalimantan tengah, kualakuayan, camp at logging road c. 9 km w of pemantang logging camp.;;;;"[""6a04d32d-5718-4aac-9e04-1159d31bb133""]";;;50.0;;urn:catalog:mo:tropicos:101075303;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:101075303""]";hansen 1399;5386d272-06c6-4027-b5d5-d588c2afe5e5;adenia macrophylla (blume) koord.;macrophylla;98.0;;50111691.0;;;;bc5ac432-27d6-4580-90b0-4a2e5471f4d9;;;;
1494;1647;18045;c749da2c-a58f-4fcc-a418-2136c30f2c61;;;preservedspecimen;;;101097316;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;rani asmarayani|amir mohammad|iskandar|iqbal abadi rasjid;;;asia;;indonesia;idn;;;2011-06-15;2019-07-13T21:07:03.051928+00:00;0.3333333333333333;;;;;;48c81f83df0a5dc5e4d0d200ae45149cb84ef190;;begoniaceae;;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;begonia;;"{""lat"": -5.0173867, ""lon"": 119.6762067}";;False;False;;;1.0;;mo;;;plantae;;;;;;;sulawesi selatan, kabupaten maros, kecamatan bantimurung, bantimurung-bulusaraung national park: penangkaran kupu-kupu.;;;50.0;;;;25.0;;urn:catalog:mo:tropicos:101097316;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:101097316""]";asmarayani ra 498;5386d272-06c6-4027-b5d5-d588c2afe5e5;begonia l.;undesignated;166.0;sulawesi;40025930.0;;;;c749da2c-a58f-4fcc-a418-2136c30f2c61;;;;
1609;1774;19432;05bb7311-71d2-486d-9711-3542fdd58a46;;;preservedspecimen;;;101085808;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;o. beccari;;;asia;;indonesia;idn;west sumatra;;;2019-07-13T21:07:03.051928+00:00;0.2753623188405797;;;;;;410a5f5c0caa5279a95330aad6c745325595a1eb;;fabaceae;;"[""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;amorpha;;;;True;True;;;;;mo;;;plantae;;;;;;;;;;;"[""401c8fdb-133f-44d0-9bc1-a1cfd6346fdb"", ""793db3fd-d2c7-4bec-bc83-ed4a1d7b0979"", ""c81a3e34-69a3-4a93-b43b-cc32624b7c12""]";;;;;urn:catalog:mo:tropicos:101085808;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:101085808""]";beccari 788;5386d272-06c6-4027-b5d5-d588c2afe5e5;amorpha l.;undesignated;;sumatra;40012269.0;;;;05bb7311-71d2-486d-9711-3542fdd58a46;;;;
1639;1806;19719;cde56418-e0a8-481b-a4d5-c7d0c8d759f8;;;preservedspecimen;;;101097314;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;rani asmarayani|amir mohammad|iskandar|iqbal abadi rasjid;;;asia;;indonesia;idn;;;2011-06-15;2019-07-13T21:07:03.051928+00:00;0.3333333333333333;;;;;;b92a4645d8893971da3bbc2f35268732ad07adac;;begoniaceae;;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;begonia;;"{""lat"": -5.0176003, ""lon"": 119.6857514}";;False;False;;;1.0;;mo;;;plantae;;;;;;;sulawesi selatan, kabupaten maros, kecamatan bantimurung, bantimurung-bulusaraung national park: mimpi cave corridor.;;;75.0;;;;50.0;;urn:catalog:mo:tropicos:101097314;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:101097314""]";asmarayani ra 495;5386d272-06c6-4027-b5d5-d588c2afe5e5;begonia l.;undesignated;166.0;sulawesi;40025930.0;;;;cde56418-e0a8-481b-a4d5-c7d0c8d759f8;;;;
1758;1941;20280;a5b96d3e-2745-4ec7-bbb0-925c022f82e2;;;preservedspecimen;;;100868110;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;ismail a. rachman|tjut bangun|matraji soleman;;;asia;;indonesia;idn;north maluku;;2015-09-11;2021-08-21T02:12:04.934460+00:00;0.3478260869565217;;;;;;9ab036e9a1844a3b3288359c7e9c820668d47e1f;;lauraceae;2015.4;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;litsaea;;"{""lat"": 0.4813611, ""lon"": 127.9881944}";;False;False;;;1.0;;mo;;;plantae;;;;;;;central halmahera. weda bay.tanjung ulie to sake soult.;;;;;;;30.0;;urn:catalog:mo:tropicos:100868110;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:100868110""]";rachman 1026;5386d272-06c6-4027-b5d5-d588c2afe5e5;litsaea pers.;undesignated;254.0;maluku islands;40007930.0;;;;a5b96d3e-2745-4ec7-bbb0-925c022f82e2;;;;
1788;1974;20342;305592d8-8ba0-497f-ad32-f25323efe95f;;;preservedspecimen;;;100560385;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;tjut bangun|roji mahroji|idris haris|bahar fabanyo;;;asia;;indonesia;idn;north maluku;;2013-01-15;2019-07-13T21:07:03.051928+00:00;0.3478260869565217;;;;;;fd3f4a804485578b6df670fa8713e59785311819;;rubiaceae;2013.120;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;gardenia;;"{""lat"": 0.4818889, ""lon"": 127.9663889}";;True;True;;;1.0;;mo;;;plantae;;;;;;;central halmahera. weda bay. tjetju.;;;;"[""2c99925d-0744-4f74-bcf4-a2d99d05a006"", ""763dc8e4-2ebc-45ea-b92c-3df729e95b27"", ""9abe0534-c31b-4f19-bd44-a7480ec62b23"", ""9e6f27cf-07fb-4301-84fb-56aab9175538"", ""0f45a083-c4d3-4f45-a418-9e3d7e55682f"", ""e24683eb-4594-42be-858a-5e06f793c18f""]";;;17.0;;urn:catalog:mo:tropicos:100560385;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:100560385""]";bangun 519;5386d272-06c6-4027-b5d5-d588c2afe5e5;gardenia j. ellis;undesignated;15.0;maluku islands;40012473.0;;;;305592d8-8ba0-497f-ad32-f25323efe95f;;;;
1841;2032;21000;8ae54b09-64b1-42f3-952b-e46eded6ce37;;;preservedspecimen;;;100597711;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;weda bay shade house;;;asia;;indonesia;idn;north maluku;;2013-05-13;2019-09-22T22:49:56.324106+00:00;0.3478260869565217;;;;;;161193deacbc4e6b21555ea3b9ddf1cc5c12ffce;;orchidaceae;22;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;eria;;"{""lat"": 0.5397222, ""lon"": 127.9751111}";;False;False;;;1.0;;mo;;;plantae;;;;;;;central halmahera. weda bay. bukit limber.;;;;;;;909.0;;urn:catalog:mo:tropicos:100597711;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:100597711""]";shade house 590;5386d272-06c6-4027-b5d5-d588c2afe5e5;eria lindl.;undesignated;133.0;maluku islands;40004891.0;;;;8ae54b09-64b1-42f3-952b-e46eded6ce37;;;;
1848;2039;21047;91674715-0ad4-4597-a898-c51e67476a45;;;preservedspecimen;;;100620851;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;tjut bangun|idris haris|roji mahroji;;;asia;;indonesia;idn;north maluku;;2013-08-14;2019-07-13T21:07:03.051928+00:00;0.3478260869565217;;;;;;7df330ed9a047a983333e0167b8766216d8b5837;;annonaceae;2013.213;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;uvaria;;"{""lat"": 0.4994444, ""lon"": 128.0197223}";;False;False;;;1.0;;mo;;;plantae;;;;;;;central halmahera. weda bay. bukit limber.;;;;;;;292.0;;urn:catalog:mo:tropicos:100620851;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:100620851""]";bangun 866;5386d272-06c6-4027-b5d5-d588c2afe5e5;uvaria l.;undesignated;226.0;maluku islands;40022351.0;;;;91674715-0ad4-4597-a898-c51e67476a45;;;;
1853;2044;21081;bdd89d25-9091-4bbc-aa89-08b9e6bf0cf5;;;preservedspecimen;;;100574754;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;iska gushilman|idris haris|samsul lasut;;;asia;;indonesia;idn;north maluku;;2013-02-05;2019-07-13T21:07:03.051928+00:00;0.3478260869565217;;;;;;67f839a50ce5ab9a8b991a5d8f02556e9f1be4fd;;undesignated;2013.122;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;undesignated;;"{""lat"": 0.8064167, ""lon"": 128.0271389}";;False;False;;;2.0;;mo;;;plantae;;;;;;;east halmahera. weda bay. tofu blewen, camp 8.;;;;;;;435.0;;urn:catalog:mo:tropicos:100574754;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:100574754""]";gushilman 425;5386d272-06c6-4027-b5d5-d588c2afe5e5;euphorbiaceae juss.;undesignated;36.0;maluku islands;42000236.0;;;;bdd89d25-9091-4bbc-aa89-08b9e6bf0cf5;;;;
1862;2057;21124;3bd55f05-213b-457a-86dc-a8160238c283;;;preservedspecimen;;;100547057;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;roji mahroji|bahar fabanyo|malik soleman;;;asia;;indonesia;idn;north maluku;;2012-11-01;2016-03-09T09:12:45.040858+00:00;0.3478260869565217;;;;;;c02ba7d7a4b7a0486cd96663bf6a34b6e27952f2;;annonaceae;2012.26;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;uvaria;;"{""lat"": 0.4881666, ""lon"": 128.0278611}";;True;True;;;8.0;;mo;;;plantae;;;;;;;central halmahera. weda bay. km 3 to bukit limber. weda bay.;;;;"[""183c6c49-7ae0-4d37-b4fa-588c3f167dc5"", ""da6fefe8-0f23-4e09-b5d4-7182dc757b8d"", ""7ddc8c88-3709-4b01-aea8-55fd227f3a46"", ""73144820-056a-4932-a5e4-6f60245fc3e4"", ""2f094794-8103-44a9-9122-b6d06208a760"", ""388a29b2-d75b-46ff-a579-112fb7e15d22"", ""063f847c-1e99-4ffd-853d-0eb3afb988d0"", ""e984e332-1e8f-467b-8c9d-eca527928eff"", ""edecd7a7-baaf-4d57-8b39-523d9d6e41b5"", ""ae697410-31ae-41bb-8551-a0678932cb4d""]";;;240.0;;urn:catalog:mo:tropicos:100547057;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:100547057""]";mahroji 95;5386d272-06c6-4027-b5d5-d588c2afe5e5;uvaria l.;undesignated;306.0;maluku islands;40022351.0;;;;3bd55f05-213b-457a-86dc-a8160238c283;;;;
1913;2117;21382;a22d4073-a653-4f5f-8486-c5a6cfd8d778;;;preservedspecimen;;;100691149;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;e.f. de vogel;;;asia;;indonesia;idn;north maluku;;1974-09-21;2016-03-09T09:12:45.040858+00:00;0.3333333333333333;;;;;;47aee4d0aa0045091cc04d436185be71cb93f525;;primulaceae;;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;ardisia;;"{""lat"": 0.85, ""lon"": 127.66666}";;False;False;;;;;mo;;;plantae;;;;;;;isthmus of dodinga;;;;;;;100.0;;urn:catalog:mo:tropicos:100691149;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:100691149""]";de vogel 3024;5386d272-06c6-4027-b5d5-d588c2afe5e5;ardisia sumatrana miq.;sumatrana;264.0;maluku islands;50243941.0;;;;a22d4073-a653-4f5f-8486-c5a6cfd8d778;;;;
1920;2125;21406;43a53d64-df4c-4a93-bae6-79ed429b7860;;;preservedspecimen;;;100573883;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;tjut bangun|samsul lasut|bahar fabanyo|ahmad yani;;;asia;;indonesia;idn;north maluku;;2013-02-21;2019-07-13T21:07:03.051928+00:00;0.3478260869565217;;;;;;1f18bb71641e6ccb96078e10dae57e8881e76f8d;;rubiaceae;2013.129;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;canthium;;"{""lat"": 0.6960833, ""lon"": 128.0174445}";;False;False;;;7.0;;mo;;;plantae;;;;;;;east halmahera. weda bay. kao rahai.;;;;;;;773.0;;urn:catalog:mo:tropicos:100573883;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:100573883""]";bangun 564;5386d272-06c6-4027-b5d5-d588c2afe5e5;canthium lam.;undesignated;52.0;maluku islands;40000814.0;;;;43a53d64-df4c-4a93-bae6-79ed429b7860;;;;
1933;2140;21437;2313872f-446a-4297-aefc-1954bd1c3463;;;preservedspecimen;;;100629323;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;weda bay spirit collection;;;asia;;indonesia;idn;north maluku;;2013-09-15;2019-09-22T22:49:56.324106+00:00;0.3333333333333333;;;;;;303b394f6975388ef25101cca49be4a7e41edaf1;;orchidaceae;;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;eria;;"{""lat"": 0.5521944, ""lon"": 127.9811667}";;False;False;;;1.0;;mo;;;plantae;;;;;;;central halmahera. weda bay. bukit limber - uni uni.;;;;;;;901.0;;urn:catalog:mo:tropicos:100629323;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:100629323""]";spirit collection 117w814;5386d272-06c6-4027-b5d5-d588c2afe5e5;eria lindl.;undesignated;258.0;maluku islands;40004891.0;;;;2313872f-446a-4297-aefc-1954bd1c3463;;;;
1935;2142;21439;e4cc2694-0932-4236-bf91-d3af453bace2;;;preservedspecimen;;;100593986;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;weda bay shade house;;;asia;;indonesia;idn;north maluku;;2013-05-11;2019-09-22T22:49:56.324106+00:00;0.3478260869565217;;;;;;8fc4309b47a36c8a8d7dde7dc03ce8aa1bf306f8;;orchidaceae;21;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;eria;;"{""lat"": 0.5477777, ""lon"": 127.9786111}";;False;False;;;1.0;;mo;;;plantae;;;;;;;central halmahera. weda bay. bukit limber.;;;;;;;866.0;;urn:catalog:mo:tropicos:100593986;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:100593986""]";shade house 564;5386d272-06c6-4027-b5d5-d588c2afe5e5;eria lindl.;undesignated;131.0;maluku islands;40004891.0;;;;e4cc2694-0932-4236-bf91-d3af453bace2;;;;
1950;2160;21534;2f6989c9-c3a9-452f-9199-8b7dd7fcc31d;;;preservedspecimen;;;1577780;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;porter p. lowry ii|et al.;;;asia;;indonesia;idn;;;2000-11-24;2021-02-09T22:16:17.693885+00:00;0.3333333333333333;;;;;;7ca74a4e4154f6352cae1f8f17b727e5a5dcba36;;undesignated;293;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;undesignated;;"{""lat"": -4.17527, ""lon"": 137.09611}";;False;False;;;11.0;;mo;;;plantae;;;;;;;central irian jaya province. freeport mining concession, n of timika on road to tembagapura. edge of montane forest along main road, km 93.5. collected with  r. johns, t. utteridge, m. coode, s. aikens, e. lucas, b. adjie, t. daradjat & e. wally.;;;;;;;2750.0;;urn:catalog:mo:tropicos:1577780;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:1577780""]";lowry 5271;5386d272-06c6-4027-b5d5-d588c2afe5e5;urticaceae juss.;undesignated;329.0;irian jaya;42000054.0;;;;2f6989c9-c3a9-452f-9199-8b7dd7fcc31d;;;;
1956;2166;21625;b2c6ae65-38e9-4800-bfcb-f3b425854e73;;;preservedspecimen;;;100546445;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;tjut bangun|roji mahroji|darius loha;;;asia;;indonesia;idn;north maluku;;2012-11-24;2019-07-13T21:07:03.051928+00:00;0.3478260869565217;;;;;;c034fb49fd19d2d10b9febe06fcda01a716253c8;;calophyllaceae;2012.52;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;calophyllum;;"{""lat"": 0.4879722, ""lon"": 127.9404444}";;True;True;;;1.0;;mo;;;plantae;;;;;;;central halmahera. weda bay. uni-uni forest.;;;;"[""f22e74d4-3656-4ed6-ad1b-f8e5b07eecf7"", ""a5f10724-42ba-4d83-a55b-b09b1ba3e4bb"", ""70e57e51-ce32-4a6d-abeb-59c360a55b49"", ""e0c652aa-889a-4f95-98df-2c0b2a7a8ffc""]";;;195.0;;urn:catalog:mo:tropicos:100546445;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:100546445""]";bangun 169;5386d272-06c6-4027-b5d5-d588c2afe5e5;calophyllum l.;undesignated;329.0;maluku islands;40035501.0;;;;b2c6ae65-38e9-4800-bfcb-f3b425854e73;;;;
1985;2196;21803;c06e5f3c-fe16-46bb-a813-2e08c42b9009;;;preservedspecimen;;;100577723;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;tjut bangun|roji mahroji|bei togo;;;asia;;indonesia;idn;north maluku;;2013-03-19;2019-07-13T21:07:03.051928+00:00;0.3478260869565217;;;;;;e08891ae701b11ac154d4d508cb06591b07a1c19;;undesignated;2013.152;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;undesignated;;"{""lat"": 0.5259167, ""lon"": 127.9096944}";;False;False;;;4.0;;mo;;;plantae;;;;;;;central halmahera. weda bay. casuarina.;;;;;;;166.0;;urn:catalog:mo:tropicos:100577723;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:100577723""]";bangun 672;5386d272-06c6-4027-b5d5-d588c2afe5e5;anacardiaceae r. br.;undesignated;78.0;maluku islands;42000260.0;;;;c06e5f3c-fe16-46bb-a813-2e08c42b9009;;;;
1996;2210;21887;bcc409b0-308d-4787-90d4-d6d82072fd85;;;preservedspecimen;;;100644118;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;samsul lasut;;;asia;;indonesia;idn;north maluku;;2013-10-21;2016-03-09T09:12:45.040858+00:00;0.3478260869565217;;;;;;23325c2dbc273a2302e22623d91b57574fff9877;;orchidaceae;2013.83;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;dipodium;;"{""lat"": 0.4806945, ""lon"": 127.9620278}";;False;False;;;1.0;;mo;;;plantae;;;;;;;central halmahera. tjetju. weda bay.;;;;;;;89.0;;urn:catalog:mo:tropicos:100644118;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:100644118""]";lasut 281;5386d272-06c6-4027-b5d5-d588c2afe5e5;dipodium r. br.;undesignated;294.0;maluku islands;40033088.0;;;;bcc409b0-308d-4787-90d4-d6d82072fd85;;;;
