;id;species;varietas;family;penemu;referensi
379;K0301951;Ardisia Wrayi;;Myrsinaceae;Ket.G;EISAI
380;K0301943;Ardista Crenata;;Myrsinaceae;Roxb;EISAI
381;K0302790;Areca Borneensis;;Arecaceae;Becc;EISAI
382;K0000023;Areca Catechu;;Arecaceae;L;MMI
383;K0302791;Areca Grandiformis;;Arecaceae;Lamk;EISAI
384;K0302792;Areca Horrida;;Arecaceae;Griff;EISAI
385;K0302793;Areca Humilis;;Arecaceae;Willd;EISAI
386;K0302794;Areca Latiloba;;Arecaceae;Ridl;EISAI
387;K0302795;Areca Punicea;;Arecaceae;Bi;EISAI
388;K0302796;Areca Triandra;;Arecaceae;Roxb;EISAI
389;K0302797;Areca Vestiaria;;Arecaceae;Giseke;EISAI
390;K0302798;Arenga Obtusifolia;;Arecaceae;Mart;EISAI
391;K0000016;Arenga Pinnata;;Arecaceae;(Wurmb) Merr;MMI
392;K0302799;Arenga Undulatifolia;;Arecaceae;Becc;EISAI
393;K0301753;Arfruillea Arborescens;;Sapindaceae;Pierre;EISAI
394;K0300265;Argemone Mexicana;;Papaveraceae;L;EISAI
395;K0302104;Argostemma Montanum;;Rubiaceae;Bi;EISAI
396;K0302105;Argostemma Uniflorum;;Rubiaceae;Bi;EISAI
397;K0302353;Argyreia Maingayi;;Convolvulaceae;Hoogl;EISAI
398;K0302352;Argyreia Mollis;;Convolvulaceae;Chois;EISAI
399;K0302354;Argyreia Speciosa;;Convolvulaceae;;EISAI
400;K0302800;Arikuryoba Schizophylla;;Arecaceae;Bailey;EISAI
401;K0302715;Arisarum Amboinicum;;Araceae ;Rumph;EISAI
402;K0300220;Aristolochia Chapmaniana;;Aristolochiaceae;Standl;EISAI
403;K0300221;Aristolochia Elegans;;Aristolochiaceae;Mast;EISAI
404;K0300222;Aristolochia Hians;;Aristolochiaceae;Willd;EISAI
405;K0300219;Aristolochia Indica;;Aristolochiaceae;Linn;EISAI
406;K0300223;Aristolochia Rumphii;;Aristolochiaceae;Kostel;EISAI
407;K0200050;Arnica Montana;;Asteraceae;L;WHO Jilid 3
408;K0300026;Aromadendron Elegans;;Magnoliaceae;BI;EISAI
409;K0302424;Arrabidaea Magnifica;;Bignoniaceae;Sprague;EISAI
410;K0300046;Artabotrys Suaveolens;;Annonaceae;Bi;EISAI
411;K0300047;Artabotrys Uncinatus;;Annonaceae;Merr;EISAI
412;K0302245;Artemisia Cina;;Asteraceae;Berg;EISAI
413;K0302246;Artemisia Lactiflora;;Asteraceae;Wall;EISAI
414;K0000024;Artemisia Vulgaris;;Asteraceae;L;MMI
415;K0303155;Arthraxon Ciliaris;;Poaceae;Beauv;EISAI
416;K0303156;Arthraxon Junghuhnii;;Poaceae;Hochst;EISAI
417;K0303157;Arthraxon Microphyllus;;Poaceae;Hochst;EISAI
418;K0303158;Arthraxon Pilipes;;Poaceae;Backer;EISAI
419;K0301426;Artocarpus Altilis;;Moraceae;Fosberg;EISAI
420;K0301427;Artocarpus Altissima;;Moraceae;J.J.Sm;EISAI
421;K0301428;Artocarpus Anisophylla;;Moraceae;Miq;EISAI
422;K0301430;Artocarpus Blumei;;Moraceae;;EISAI
423;K0301429;Artocarpus Bornensis;;Moraceae;Merr;EISAI
424;K0301431;Artocarpus Champeden;;Moraceae;Spreng;EISAI
425;K0301432;Artocarpus Dadah;;Moraceae;Miq;EISAI
426;K0301433;Artocarpus Dasyphylla;;Moraceae;Miq;EISAI
427;K0301434;Artocarpus Dasyphylla;Var Flava Jj.Sm;Moraceae;Miq;EISAI
428;K0301436;Artocarpus Elongata;;Moraceae;Miq;EISAI
429;K0301437;Artocarpus Glauca;;Moraceae;Bi;EISAI
430;K0301438;Artocarpus Gomeziana;;Moraceae;Wall;EISAI
431;K0000025;Artocarpus Heterophyllus;;Moraceae;Lmk;MMI
432;K0301439;Artocarpus Kemando;;Moraceae;Miq;EISAI
433;K0301440;Artocarpus Kemano;;Moraceae;Miq;EISAI
434;K0301441;Artocarpus Lakoocha;;Moraceae;Roxb;EISAI
435;K0301442;Artocarpus Lanceifolia;;Moraceae;Roxb;EISAI
436;K0301443;Artocarpus Limpato;;Moraceae;Miq;EISAI
437;K0301444;Artocarpus Maingayi;;Moraceae;King;EISAI
438;K0301445;Artocarpus Odoratissima;;Moraceae;Blanco;EISAI
439;K0301435;Artocarpus Rigida;;Moraceae;BI;EISAI
440;K0301446;Artocarpus Rufescens;;Moraceae;Miq;EISAI
441;K0301447;Artocarpus Teysmannii;;Moraceae;Miq;EISAI
442;K0301449;Artocarpus Varians;;Moraceae;Miq;EISAI
443;K0301448;Artocarpus Venenosa;;Moraceae;Zoll;EISAI
444;K0301450;Artocarpus Vrieseana;;Moraceae;Mig;EISAI
445;K0303159;Arundarbar Aspera;;Poaceae;Rumph;EISAI
446;K0303160;Arundarbar Cratium;;Poaceae;Rumph;EISAI
447;K0303161;Arundarbar Spiculorum;;Poaceae;Rumph;EISAI
448;K0303162;Arundarbar Vasaria;;Poaceae;Rumph;EISAI
449;K0303064;Arundina Bambusifolia;;Orchidaceae ;Ridl;EISAI
450;K0303163;Arundinella Agrostoides;;Poaceae;Trin;EISAI
451;K0303164;Arundinella Fuscata;;Poaceae;Nees;EISAI
452;K0303165;Arundinella Setosa;;Poaceae;Trin;EISAI
453;K0303166;Arundinella Tenella;;Poaceae;Nees & Wight;EISAI
454;K0303167;Arundo Karka;;Poaceae;Retz;EISAI
455;K0303168;Arundo Toxica;;Poaceae;Rumph;EISAI
456;K0303169;Arundo Zollingeri;;Poaceae;Buese;EISAI
457;K0301882;Arupa;;Sapotaceae;Rumph;EISAI
458;K0301754;Arytera Littoralis;;Sapindaceae;Bi;EISAI
459;K0301686;Arytera Macrocarpa;;Burceraceae;Miq;EISAI
460;K0301755;Arytera Silaka;;Sapindaceae;;EISAI
461;K0302064;Asclepias Cordata;;Asclepiadaceae;Burm.F;EISAI
462;K0303065;Ascocentrum Miniatum ;;Orchidaceae ;(Lind)Schltr;EISAI
463;K0302685;Asparagus Falcatus;;Liliaceae;L;EISAI
464;K0302686;Asparagus Officinalis;;Liliaceae;L;EISAI
465;K0302687;Asparagus Racemosus;;Liliaceae;Willd;EISAI
466;K0200002;Astragalus Membranaceus;;Fabaceae;(Fisch) Bunge;WHO Jilid 1
467;K0200003;Astragalus Mongholicus;;Fabaceae;Bunge ;WHO Jilid 1
468;K0302801;Astrocaryum Tucumoides;;Arecaceae;Drude;EISAI
469;K0300655;Astronia Papetaris;;Melastomataceae;BI;EISAI
470;K0300656;Astronia Spectabilis;;Melastomataceae;BI;EISAI
471;K0302449;Asystasia Blumei;;Acanthaceae;Nees;EISAI
472;K0302450;Asystasia Chelonoides;;Acanthaceae;Nees;EISAI
473;K0302451;Asystasia Gangetica;;Acanthaceae;(L)T.Anders;EISAI
474;K0301642;Atalantia Spinosa;;Rutaceae;Koorders;EISAI
475;K0303170;Ataxia Hersfieldii;;Poaceae;R.Br;EISAI
476;K0302802;Attalea Cohune;;Arecaceae;Mart;EISAI
477;K0300803;Atunus Litorea;;Sterculiaceae;Rumph;EISAI
478;K0301223;Atylosia Barbata ;;Papilionaceae;Auct Non Baker;EISAI
479;K0303171;Avena Aspera;;Poaceae;Munro;EISAI
480;K0303172;Avena Fatua;;Poaceae;L;EISAI
481;K0303173;Avena Sativa;;Poaceae;L;EISAI
482;K0000027;Averrhoa Bilimbi;;Oxalidaceae;Linn;MMI
483;K0000028;Averrhoa Carambola;;Oxalidaceae;Linn;MMI
484;K0302496;Avicennia Alba;;Verbenaceae;Bi;EISAI
485;K0302497;Avicennia Lanata;;Verbenaceae;Ridl;EISAI
486;K0302498;Avicennia Marina ;Var Intermedia Bakh;Verbenaceae;Vierth;EISAI
487;K0303174;Axonopus Semialatus;;Poaceae;Hook;EISAI
488;K0000026;Azadirachta Indica;;Meliaceae;Juss;MMI
489;K0300928;Baccaurea Brevipes;;Euphorbiaceae;Hook.F;EISAI
490;K0300929;Baccaurea Dasystachya;;Euphorbiaceae;Muell.Arg;EISAI
491;K0300930;Baccaurea Dulcis;;Euphorbiaceae;Muell.Arg;EISAI
492;K0300931;Baccaurea Lanceolata;;Euphorbiaceae;Muell.Arg;EISAI
493;K0300932;Baccaurea Macrocarpa;;Euphorbiaceae;Muell.Arg;EISAI
494;K0300933;Baccaurea Macrophylla;;Euphorbiaceae;Muell.Arg;EISAI
495;K0300934;Baccaurea Malayana;;Euphorbiaceae;King;EISAI
496;K0300935;Baccaurea Motleyana;;Euphorbiaceae;Muell.Arg;EISAI
497;K0300936;Baccaurea Multiflora;;Euphorbiaceae;Burck;EISAI
498;K0300937;Baccaurea Nanihua;;Euphorbiaceae;Merr;EISAI
499;K0300938;Baccaurea Parviflora;;Euphorbiaceae;Muell.Arg;EISAI
500;K0300939;Baccaurea Polyneura;;Euphorbiaceae;Hook.F;EISAI
501;K0300940;Baccaurea Pubera;;Euphorbiaceae;Muell.Arg;EISAI
502;K0300941;Baccaurea Racemosa;;Euphorbiaceae;Muell.Arg;EISAI
503;K0300942;Baccaurea Reticulata;;Euphorbiaceae;Hook.F;EISAI
504;K0300943;Baccaurea Sumatrana;;Euphorbiaceae;Muell.Arg;EISAI
505;K0300944;Baccaurea Wallichii;;Euphorbiaceae;Hook.F;EISAI
506;K0302395;Bacopa Dianthera ;;Scrophulariaceae;Descole Et Borsini;EISAI
507;K0302396;Bacopa Monniera;;Scrophulariaceae;Wettst;EISAI
508;K0302803;Bactris Acanthocarpa;;Arecaceae;Mart;EISAI
509;K0302804;Bactris Major;;Arecaceae;Jacq;EISAI
510;K0000031;Baeckea Frustescens;;Myrtaceae;Linn;MMI
511;K0300514;Balanocarpus Heimii;;Dipterocarpaceae;King;EISAI
512;K0300515;Balanocarpus Maximus;;Dipterocarpaceae;King;EISAI
513;K0301586;Balanophora Abbreviata;;Balanophoraceae;Bi;EISAI
514;K0301587;Balanophora Celebica;;Balanophoraceae;Warb;EISAI
515;K0301588;Balanophora Dioica;;Balanophoraceae;R.Br;EISAI
516;K0301589;Balanophora Fungosa;;Balanophoraceae;Forst;EISAI
517;K0301591;Balanophora Glacilis;;Balanophoraceae;V.Tiegh;EISAI
518;K0301590;Balanophora Globosa;;Balanophoraceae;Jungh;EISAI
519;K0301592;Balanophora Kawakamii;;Balanophoraceae;Val;EISAI
520;K0301593;Balanophora Parvior;;Balanophoraceae;Hay;EISAI
521;K0301594;Balanophora Pedicellaris;;Balanophoraceae;Schlecht;EISAI
522;K0301595;Balanophora Polyandra;;Balanophoraceae;Griff;EISAI
523;K0301596;Balanophora Sphaerica;;Balanophoraceae;V.Tiegh;EISAI
524;K0300945;Baliospermum Montanum;;Euphorbiaceae;Muell.Arg;EISAI
525;K0303175;Bambusa Arundinacea;;Poaceae;(Retz)Willd;EISAI
526;K0303176;Bambusa Atra;;Poaceae;Lindl;EISAI
527;K0303177;Bambusa Blumeana;;Poaceae;Schultes;EISAI
528;K0303178;Bambusa Brumanica;;Poaceae;Gamb;EISAI
529;K0303179;Bambusa Glaucescens;;Poaceae;(Lamk)Munro;EISAI
530;K0303180;Bambusa Longinoides;;Poaceae;Miq;EISAI
531;K0000035;Bambusa Vulgaris;;Cyperaceae;Schrad;MMI
532;K0302106;Bancalus Femina;;Rubiaceae;Rumph;EISAI
533;K0302107;Bancalus Mas;;Rubiaceae;Rumph;EISAI
534;K0301224;Baphia Nitida;;Papilionaceae;Afzel;EISAI
535;K0300192;Barclaya Kunstleri;;Nymphaeaceae;Afzel/Ridl;EISAI
536;K0100004;Barleria Cristata ;;Acanthaceae;L;dr.Setiawan Jilid 1
537;K0100006;Barleria Lupulina ;;Acanthaceae;Lindl;dr.Setiawan Jilid 1
538;K0000036;Barleria Prionitis;;Acanthaceae;L;MMI
539;K0301644;Barosma Betulina;;Rutaceae;Bertling;EISAI
540;K0300635;Barringtonia Acutangula;;Lecythidaceae;Gaertn;EISAI
541;K0300637;Barringtonia Exelsa;;Lecythidaceae;Bi;EISAI
542;K0300638;Barringtonia Insignis;;Lecythidaceae;Miq;EISAI
543;K0300639;Barringtonia Macrostachya;;Lecythidaceae;Kurz;EISAI
544;K0300640;Barringtonia Racemosa;;Lecythidaceae;Roxb;EISAI
545;K0300636;Barringtonia Speciosa;;Lecythidaceae;Forst;EISAI
546;K0300641;Barringtonia Spicata;;Lecythidaceae;Bi;EISAI
547;K0300341;Basella Rubra;;Basellaceae;L;EISAI
548;K0301883;Bassia Balem;;Sapotaceae;Miq;EISAI
549;K0301884;Bassia Cocco;;Sapotaceae;Scheff;EISAI
550;K0301885;Bassia Cuneata;;Sapotaceae;Bi;EISAI
551;K0301886;Bassia Hypoleuca;;Sapotaceae;Miq;EISAI
552;K0301887;Bassia Latifolia;;Sapotaceae;Roxb;EISAI
553;K0301888;Bassia Motleyana;;Sapotaceae;Clarke;EISAI
554;K0301081;Bauhinia Acuminata;;Caesalpiniaceae;L;EISAI
555;K0301082;Bauhinia Anguina;;Caesalpiniaceae;Roxb;EISAI
556;K0301083;Bauhinia Bidentata;;Caesalpiniaceae;Jack;EISAI
557;K0301084;Bauhinia Blakeana;;Caesalpiniaceae;Dunn;EISAI
558;K0301085;Bauhinia Candida;;Caesalpiniaceae;L;EISAI
559;K0301086;Bauhinia Corymbosa;;Caesalpiniaceae;Roxb;EISAI
560;K0301087;Bauhinia Elongata;;Caesalpiniaceae;Korth;EISAI
561;K0301089;Bauhinia Eximia;;Caesalpiniaceae;Miq;EISAI
562;K0301090;Bauhinia Flammifera;;Caesalpiniaceae;Ridl;EISAI
563;K0301088;Bauhinia Fulva;;Caesalpiniaceae;BI;EISAI
564;K0301091;Bauhinia Kockiana;;Caesalpiniaceae;Korth;EISAI
565;K0301092;Bauhinia Lingua;;Caesalpiniaceae;Dc;EISAI
566;K0301093;Bauhinia Malabarica;;Caesalpiniaceae;Roxb;EISAI
567;K0301094;Bauhinia Purpurea;;Caesalpiniaceae;L;EISAI
568;K0301095;Bauhinia Tomentosa;;Caesalpiniaceae;L;EISAI
569;K0301096;Bauhinia Variegata;;Caesalpiniaceae;L;EISAI
570;K0300480;Begonia Albido Setolosa;;Begoniaceae;Hassk;EISAI
571;K0300481;Begonia Sinuata;;Begoniaceae;Wall;EISAI
572;K0300482;Begonia Tuberosa;;Begoniaceae;Lamk;EISAI
573;K0300110;Beilschmiedia Madang;;Lauraceae ;Bi;EISAI
574;K0300111;Beilschmiedia Malaccensis;;Lauraceae ;Hook.F;EISAI
575;K0300112;Beilschmiedia Pahangensis;;Lauraceae ;Gamble;EISAI
576;K0100102;Belamcanda Chinensis ;;Iridaceae;[L.] Dc;dr.Setiawan Jilid 6
577;K0302453;Beloperone Guttata;;Acanthaceae;Brand;EISAI
578;K0300451;Benincasa Cerifera;;Cucurbitaceae;Savi;EISAI
579;K0300195;Berbelis Fortunei;;Berberidaceae;Lindl;EISAI
580;K0300759;Berrya Ammonilla;;Tiliaceae;Roxb;EISAI
581;K0300642;Bertholletia Exelsa;;Lecythidaceae;Humb & Bonpl;EISAI
582;K0300324;Beta Vulgaris;;Chenopodiaceae;L;EISAI
583;K0302247;Bidens Leuchanta;Var Sundaica Hassk;Asteraceae;Willd;EISAI
584;K0302248;Bidens Leuchanthus ;;Asteraceae;Willd;EISAI
585;K0302425;Bignonia Capreolata;;Bignoniaceae;L;EISAI
586;K0302426;Bignonia Lindleyi;;Bignoniaceae;Dc;EISAI
587;K0302427;Bignonia Venusta;;Bignoniaceae;Ker Gawl;EISAI
588;K0300717;Bintangor Sylvestris Altera;;Clusiaceae;Rumph;EISAI
589;K0300349;Biophytum Sensitivum;;Oxalidaceae;Dc;EISAI
590;K0300946;Bischofia Javanica;;Euphorbiaceae;Bi;EISAI
591;K0302805;Bissula ;;Arecaceae;Rumph;EISAI
592;K0100110;Bixa Orellana;;Bixaceae;L;dr.Setiawan Jilid 6
593;K0300415;Blackwellia Tomentosum;;Flacourtiaceae;;EISAI
594;K0303181;Blepharochloa Ciliata;;Poaceae;Endl;EISAI
595;K0300781;Blimblingun Silvestre;;Elaeocarpaceae;;EISAI
596;K0300339;Blitum Frutescens;;Amaranthaceae;Rumph;EISAI
597;K0000030;Blumea Balsamifera;;Asteraceae;(L.) DC;MMI
598;K0302249;Blumea Chinensis;;Asteraceae;Auct;EISAI
599;K0302250;Blumea Lacera;;Asteraceae;DC;EISAI
600;K0302251;Blumea Myrio Cephala;;Asteraceae;Dc;EISAI
601;K0302252;Blumea Speciosa;;Asteraceae;;EISAI
602;K0300947;Blumeodendron Elateriopermum;;Euphorbiaceae;J.J.Sm;EISAI
603;K0302569;Blyxa Alternifolia;;Hydrocharitaceae;(Miq)Hartog;EISAI
604;K0301756;Boa Massi;;Sapindaceae;Rumph;EISAI
605;K0301515;Boehmeria Caudata;Var Celebica;Urticaceae;Jj.Sm;EISAI
606;K0301517;Boehmeria Glomerulifera;;Urticaceae;Miq;EISAI
607;K0301518;Boehmeria Humilis;;Urticaceae;Miq;EISAI
608;K0301519;Boehmeria Lanceolata;;Urticaceae;Ridl;EISAI
609;K0301516;Boehmeria Nivea;;Urticaceae;Gaud;EISAI
610;K0301520;Boehmeria Sanguinea;;Urticaceae;Hassk;EISAI
611;K0301521;Boehmeria Sidaefolia;;Urticaceae;Wedd;EISAI
612;K0300389;Boerhavia Chinensis;;Nyctaginaceae;Asch & Schweinf;EISAI
613;K0300390;Boerhavia Diffusa;;Nyctaginaceae;L;EISAI
614;K0301838;Boerlagiodendron Moluccanum;;Araliaceae;Cosisir;EISAI
615;K0000032;Boesenbergia Pandurata;;Zingiberaceae;(Roxb.) Schlecht;MMI
616;K0300831;Bombax Malabaricum;;Bombacaceae;Dc;EISAI
617;K0300832;Bombax Valetonii;;Bombacaceae;Bakh;EISAI
618;K0302355;Bonamia Semidigyna;;Convolvulaceae;(Roxb) Hallier.F;EISAI
619;K0302807;Borassodendron Machadoins;;Arecaceae;Becc;EISAI
620;K0302806;Borassus Flabellifer;;Arecaceae;L;EISAI
621;K0302109;Borreria Alata;;Rubiaceae;Dc;EISAI
622;K0302110;Borreria Articularis;;Rubiaceae;Williams;EISAI
623;K0302111;Borreria Laevicaulis;;Rubiaceae;Ridl;EISAI
624;K0302112;Borreria Ocimoides;;Rubiaceae;Dc;EISAI
625;K0302113;Borreria Setidens;;Rubiaceae;(Miq)Bold;EISAI
626;K0300833;Boscihia Acutifolius;;Bombacaceae;;EISAI
627;K0301687;Boswellia Carteri;;Burceraceae;Birdw;EISAI
628;K0301789;Bouea Burmanica ;Var Microphylla Engl;Anacaridaceae;Griff;EISAI
629;K0301790;Bouea Macrophylla;;Anacaridaceae;Griff;EISAI
630;K0300391;Bougainvillea;;Nyctaginaceae;Mrs.Butt Hart;EISAI
631;K0100086;Bougainvillea Glabra ;;Nyctaginaceae;Choicy;dr.Setiawan Jilid 5
632;K0300392;Bougainvillea Spectabilis;;Nyctaginaceae;;EISAI
633;K0301225;Brachypterum Microphyllum;;Papilionaceae;Miq;EISAI
634;K0300401;Brackenridgea Hookeri;;Dilleniaceae;A.Gray;EISAI
635;K0300278;Brassica Juncea ;;Brassicaceae;Coss;EISAI
636;K0300279;Brassica Napus;;Brassicaceae;L;EISAI
637;K0000034;Brassica Nigra;;Cruciferae;(L.) W. D.J. Koch;MMI
638;K0100028;Brassica Oleracea ;Var. Botrytis;Cruciferae;;dr.Setiawan Jilid 2
639;K0100027;Brassica Oleracea ; Var. Capitata;Cruciferae;;dr.Setiawan Jilid 2
640;K0100016;Brassica Oleracea ;Var. Italica;Cruciferae;;dr.Setiawan Jilid 2
641;K0300276;Brassica Oleracea;;Brassicaceae;L;EISAI
642;K0300280;Brassica Parachinensis;;Brassicaceae;Bail;EISAI
643;K0300277;Brassica Pekinensis;;Brassicaceae;Skells;EISAI
644;K0300281;Brassica Rapa;;Brassicaceae;L;EISAI
645;K0300282;Brassica Rugosa;;Brassicaceae;Prain;EISAI
646;K0300948;Breynia Discigera;;Euphorbiaceae;Muell.Arg;EISAI
647;K0300949;Bridelia Glauca;;Euphorbiaceae;BI;EISAI
648;K0300950;Bridelia Lanceolata;;Euphorbiaceae;Kurz;EISAI
649;K0300951;Bridelia Minutiflora;;Euphorbiaceae;Hook.F;EISAI
650;K0300952;Bridelia Stipularis;;Euphorbiaceae;BI;EISAI
651;K0303182;Briza Minor;;Poaceae;L;EISAI
652;K0303183;Bromus Catharticus;;Poaceae;Vahl;EISAI
653;K0303184;Bromus Insignise;;Poaceae;Buese;EISAI
654;K0303185;Bromus Plystachyos;;Poaceae;Forsk;EISAI
655;K0301451;Broussonetia Papyrifera;;Moraceae;Vent;EISAI
656;K0302320;Browallia Americana;;Solanaceae;L;EISAI
657;K0301097;Brownea Grandiceps;;Caesalpiniaceae;Jacq;EISAI
658;K0000033;Brucea Javanica;;Simarubaceae;(L.) Merr;MMI
659;K0300230;Brugmansia Lowii;;Rafflesiaceae;Becc;EISAI
660;K0100026;Brugmansia Suaveolens;;Solanaceae;[H.Et.B.] B.Et P;dr.Setiawan Jilid 2
661;K0300691;Bruguiera Conjugata;;Rhizophoraceae;Merr;EISAI
662;K0300690;Bruguiera Cylindrica;;Rhizophoraceae;BI;EISAI
663;K0300693;Bruguiera Gymnorhiza;;Rhizophoraceae;Lamk;EISAI
664;K0300694;Bruguiera Parviflora;;Rhizophoraceae;W Et A;EISAI
665;K0300692;Bruguiera Sexangula;;Rhizophoraceae;Poir;EISAI
666;K0302321;Brunsfelsia Calycina;;Solanaceae;Benth;EISAI
667;K0302322;Brunsfelsia Hoepana;;Solanaceae;Benth;EISAI
668;K0302323;Brunsfelsia Undulata;;Solanaceae;Sw;EISAI
669;K0300452;Bryonia Laciniosa;;Cucurbitaceae;L;EISAI
670;K0300300;Bryophyllum Laciniata;;Crassulaceae;;EISAI
671;K0301791;Buchanania Arborescens;;Anacaridaceae;Bi;EISAI
672;K0301792;Buchanania Auriculata;;Anacaridaceae;Bi;EISAI
673;K0301793;Buchanania Macrophylla;;Anacaridaceae;Bi;EISAI
674;K0301794;Buchanania Oxyrhachis;;Anacaridaceae;Miq;EISAI
675;K0301795;Buchanania Sessilifolia;;Anacaridaceae;Bi;EISAI
676;K0301369;Bucklandia Populanea ;;Hamamelidaceae;Clarks;EISAI
677;K0301961;Buddleia Asiatica;;Loganiaceae;Lour;EISAI
678;K0301962;Buddleia Variabilis;;Loganiaceae;Hermsl;EISAI
679;K0302312;Buglossum Lanuginosum;;Boraginaceae;;EISAI
680;K0302309;Buglossum Litoreum;;Goodeniaceae;;EISAI
681;K0302454;Bungum Mas;;Acanthaceae;Rumph;EISAI
682;K0200004;Bupleurum Falcatum;Var Scorzonerifolium(Willd)Ledeb;Apiaceae;L ;WHO Jilid 1
683;K0303055;Burmannia Disticha ;;Burmanniaceae;L;EISAI
684;K0301227;Butea Frondosa;;Papilionaceae;Roxb;EISAI
685;K0301228;Butea Superba;;Papilionaceae;Roxb;EISAI
686;K0300880;Byrsonima Coricaea;Var Spicata Nied;Malpighiaceae;Kth;EISAI
687;K0301101;Caesalpinia Bonduc;;Caesalpiniaceae;L;EISAI
688;K0301103;Caesalpinia Coriaria;;Caesalpiniaceae;Willd;EISAI
689;K0301102;Caesalpinia Crista;;Caesalpiniaceae;L;EISAI
690;K0301099;Caesalpinia Dygina;;Caesalpiniaceae;Rotti ;EISAI
691;K0301100;Caesalpinia Major;;Caesalpiniaceae;Dandy Excel;EISAI
692;K0000043;Caesalpinia Pulcherrima;;Caesalpiniaceae;(L.) Swartz;MMI
693;K0000067;Caesalpinia Sappan;;Caesalpiniaceae;L;MMI
694;K0301185;Caillica Callistachya;;Mimosaceae;;EISAI
695;K0301235;Cajanus Cajan;;Papilionaceae;Millapaugh;EISAI
696;K0302716;Caladium Bicolor;;Araceae ;Vent;EISAI
697;K0303186;Calamagrostis Australis;;Poaceae;Buese;EISAI
698;K0302808;Calamus Acidus;;Arecaceae;Becc;EISAI
699;K0302809;Calamus Adspersus;;Arecaceae;Bi;EISAI
700;K0302810;Calamus Albus;;Arecaceae;Pers;EISAI
701;K0302811;Calamus Amplectens;;Arecaceae;Beco;EISAI
702;K0302812;Calamus Aquatilis;;Arecaceae;Ridley;EISAI
703;K0302813;Calamus Asperimus;;Arecaceae;Bi;EISAI
704;K0302814;Calamus Axilaris;;Arecaceae;Becc;EISAI
705;K0302815;Calamus Bacularis;;Arecaceae;Becc;EISAI
706;K0302816;Calamus Billitonensis;;Arecaceae;Becc;EISAI
707;K0302817;Calamus Boniensia;;Arecaceae;Becc;EISAI
708;K0302818;Calamus Brachystachys;;Arecaceae;Becc;EISAI
709;K0302819;Calamus Burckianus;;Arecaceae;Becc;EISAI
710;K0302820;Calamus Caesius;;Arecaceae;Bi;EISAI
711;K0302821;Calamus Calolepsis;;Arecaceae;Miq;EISAI
712;K0302822;Calamus Cawa;;Arecaceae;Bi;EISAI
713;K0302823;Calamus Ciliaris;;Arecaceae;Bi;EISAI
714;K0302824;Calamus Conirostris;;Arecaceae;Becc;EISAI
715;K0302825;Calamus Corrugatus;;Arecaceae;Becc;EISAI
716;K0302826;Calamus Didymocarpus;;Arecaceae;Warb;EISAI
717;K0302827;Calamus Discolor;;Arecaceae;Mart;EISAI
718;K0302828;Calamus Equestris;;Arecaceae;Willd;EISAI
719;K0302829;Calamus Erectus;;Arecaceae;Griff;EISAI
720;K0302830;Calamus Exilis;;Arecaceae;Griff;EISAI
721;K0302831;Calamus Eymphysipus;;Arecaceae;Mart;EISAI
722;K0302832;Calamus Filiformis;;Arecaceae;Becc;EISAI
723;K0302833;Calamus Flabellatus;;Arecaceae;Becc;EISAI
724;K0302834;Calamus Graminosus;;Arecaceae;Bi;EISAI
725;K0302835;Calamus Heteroidens;;Arecaceae;Bi;EISAI
726;K0302836;Calamus Hispidulus;;Arecaceae;Becc;EISAI
727;K0302837;Calamus Horrens;;Arecaceae;Bi;EISAI
728;K0302838;Calamus Impar;;Arecaceae;Becc;EISAI
729;K0302839;Calamus Inops;;Arecaceae;Becc;EISAI
730;K0302840;Calamus Insignis;;Arecaceae;Griff;EISAI
731;K0302841;Calamus Koordersianus;;Arecaceae;Becc;EISAI
732;K0302842;Calamus Lejocaulis;;Arecaceae;Becc;EISAI
733;K0302843;Calamus Leptostachys;;Arecaceae;Becc;EISAI
734;K0302844;Calamus Littoralis;;Arecaceae;Bi;EISAI
735;K0302845;Calamus Lobbianus;;Arecaceae;Becc;EISAI
736;K0302846;Calamus Luridus;;Arecaceae;Becc;EISAI
737;K0302847;Calamus Manan;;Arecaceae;Miq;EISAI
738;K0302848;Calamus Manicatus;;Arecaceae;T & B;EISAI
739;K0302849;Calamus Marginatus;;Arecaceae;Mart;EISAI
740;K0302850;Calamus Mattanensis;;Arecaceae;Becc;EISAI
741;K0302851;Calamus Melanochaetes;;Arecaceae;Miq;EISAI
742;K0302855;Calamus Mericatus;;Arecaceae;Becc;EISAI
743;K0302852;Calamus Micracanthus;;Arecaceae;Bi;EISAI
744;K0302853;Calamus Minahassae;;Arecaceae;Warb;EISAI
745;K0302854;Calamus Mucronatus;;Arecaceae;Becc;EISAI
746;K0302856;Calamus Oblongus;;Arecaceae;Reinw;EISAI
747;K0302857;Calamus Optimus;;Arecaceae;Becc;EISAI
748;K0302858;Calamus Ornatus;;Arecaceae;Bi;EISAI
749;K0302859;Calamus Oxleyanus;;Arecaceae;Teysu & Blinnend;EISAI
750;K0302860;Calamus Paspalanthus;;Arecaceae;Becc;EISAI
751;K0302861;Calamus Paucljugus;;Arecaceae;Becc;EISAI
752;K0302862;Calamus Pedicellatus;;Arecaceae;Becc;EISAI
753;K0302863;Calamus Pilosellus;;Arecaceae;Becc;EISAI
754;K0302864;Calamus Pisicarpus;;Arecaceae;Bi;EISAI
