;FNFNUM;TAXON;TAXAUTHOR;GENUS;SPECIES;SUBSPECIES;VARIETY;FORMA;CULTIVAR;SPAUT;SPSAUT;SPVAUT;SPFAUT;CULTAUT;FAMILY;SPCMT;PLCO;TAXNO;VALIDTAXNO;GRINVERIFY;USEAGE;USERID;CREATED;MODIFIED
1110;1399;Justicia procumbens;L.;Justicia;procumbens;;;;;L.;;;;;Acanthaceae;;;428155.0;428155.0;;;DUKE;10-DEC-97;15-JUL-05
1113;526;Kalanchoe pinnata;(LAM.) PERS.;Kalanchoe;pinnata;;;;;(LAM.) PERS.;;;;;Crassulaceae;;;;;;M;DUKE;10-DEC-97;15-JUL-05
1114;527;Kalanchoe spathulata;DC.;Kalanchoe;spathulata;;;;;DC.;;;;;Crassulaceae;;;21092.0;21092.0;;M;DUKE;10-DEC-97;15-JUL-05
1116;1193;Kayea stylosa;THW.;Kayea;stylosa;;;;;THW.;;;;;Clusiaceae;;;;;;M;DUKE;10-DEC-97;15-JUL-05
1120;1595;Kleinhovia hospita;;Kleinhovia;hospita;;;;;;;;;;Sterculiaceae;;;312797.0;312797.0;;M;DUKE;10-DEC-97;15-JUL-05
1123;531;Lablab purpureus;(L.) SWEET;Lablab;purpureus;;;;;(L.) SWEET;;;;;Fabaceae;;;104887.0;104887.0;;F;DUKE;10-DEC-97;15-JUL-05
1127;534;Lactuca sativa;L.;Lactuca;sativa;;;;;L.;;;;;Asteraceae;;580866001.0;21360.0;21360.0;;F;DUKE;10-DEC-97;15-JUL-05
1128;535;Lactuca scariola;L.;Lactuca;scariola;;;;;L.;;;;;Asteraceae;;580866005.0;;;;G;DUKE;10-DEC-97;15-JUL-05
1129;536;Lactuca virosa;L.;Lactuca;virosa;;;;;L.;;;;;Asteraceae;;580866002.0;21375.0;21375.0;;G;DUKE;10-DEC-97;15-JUL-05
1130;537;Lagenaria siceraria;(MOLINA) STANDLEY.;Lagenaria;siceraria;;;;;(MOLINA) STANDLEY.;;;;;Cucurbitaceae;;;21385.0;21385.0;;F;DUKE;10-DEC-97;15-JUL-05
1131;538;Lagerstroemia indica;L.;Lagerstroemia;indica;;;;;L.;;;;;Lythraceae;;439021002.0;21393.0;21393.0;;M;DUKE;10-DEC-97;15-JUL-05
1134;540;Lantana camara;L.;Lantana;camara;;;;;L.;;;;;Verbenaceae;;;310628.0;310628.0;;M;DUKE;10-DEC-97;15-JUL-05
1140;544;Lavandula angustifolia;MILLER;Lavandula;angustifolia;;;;;MILLER;;;;;Lamiaceae;;538026001.0;21677.0;21677.0;;G;DUKE;10-DEC-97;15-JUL-05
1146;547;Lawsonia inermis;L.;Lawsonia;inermis;;;;;L.;;;;;Lythraceae;Synonyms: Lawsonia alba Lam.;439022001.0;21699.0;21699.0;;G;DUKE;10-DEC-97;15-JUL-05
1154;549;Lens culinaris;MEDIK.;Lens;culinaris;;;;;MEDIK.;;;;;Fabaceae;;283419001.0;411141.0;411141.0;;F;DUKE;10-DEC-97;15-JUL-05
1158;552;Leonotis nepetaefolia;(L.) R. BR.;Leonotis;nepetaefolia;;;;;(L.) R. BR.;;;;;Lamiaceae;;538055002.0;;;;M;DUKE;10-DEC-97;15-JUL-05
1160;2007;Leonurus heterophyllus;;Leonurus;heterophyllus;;;;;;;;;;Lamiaceae;;;;;;M;DUKE;10-DEC-97;15-JUL-05
1166;556;Lepidium sativum;L.;Lepidium;sativum;;;;;L.;;;;;Brassicaceae;;226021001.0;21769.0;21769.0;;G;DUKE;10-DEC-97;15-JUL-05
1168;5101;Leptospermum polygalifolium;SALISB.;Leptospermum;polygalifolium;;;;;SALISB.;;;;;Myrtaceae;;;403638.0;403638.0;;;DUKE;10-DEC-97;15-JUL-05
1170;1902;Lespedeza cyrtobotrya;;Lespedeza;cyrtobotrya;;;;;;;;;;Fabaceae;;;21858.0;21858.0;;M;DUKE;10-DEC-97;15-JUL-05
1175;558;Ligustrum japonicum;THUNB.;Ligustrum;japonicum;;;;;THUNB.;;;;;Oleaceae;;;22079.0;22079.0;;M;DUKE;10-DEC-97;15-JUL-05
1178;1600;Limnophila rugosa;;Limnophila;rugosa;;;;;;;;;;Scrophulariaceae;;;;;;M;DUKE;10-DEC-97;15-JUL-05
1179;1234;Limonia acidissima;L.;Limonia;acidissima;;;;;L.;;;;;Rutaceae;;;22253.0;22253.0;;;DUKE;10-DEC-97;15-JUL-05
1180;561;Linum usitatissimum;L.;Linum;usitatissimum;;;;;L.;;;;;Linaceae;;293003001.0;22361.0;22361.0;;F;DUKE;10-DEC-97;15-JUL-05
1193;568;Lolium temulentum;L.;Lolium;temulentum;;;;;L.;;;;;Poaceae;;38295004.0;22502.0;22502.0;;M;DUKE;10-DEC-97;15-JUL-05
1194;569;Lonicera japonica;THUNB.;Lonicera;japonica;;;;;THUNB.;;;;;Caprifoliaceae;;565009001.0;22588.0;22588.0;;M;DUKE;10-DEC-97;15-JUL-05
1195;570;Lophatherum gracile;BROGN.;Lophatherum;gracile;;;;;BROGN.;;;;;Poaceae;;;423462.0;423462.0;;M;DUKE;10-DEC-97;15-JUL-05
1197;1315;Ludwigia adscendens;;Ludwigia;adscendens;;;;;;;;;;Onagraceae;;;403780.0;403780.0;;;DUKE;10-DEC-97;15-JUL-05
1198;1316;Ludwigia epilobioides;;Ludwigia;epilobioides;;;;;;;;;;Onagraceae;;;;;;;DUKE;10-DEC-97;15-JUL-05
1199;1768;Ludwigia parviflora;;Ludwigia;parviflora;;;;;;;;;;Onagraceae;;;;;;M;DUKE;10-DEC-97;15-JUL-05
1200;1317;Ludwigia perennis;L.;Ludwigia;perennis;;;;;L.;;;;;Onagraceae;;;;;;;DUKE;10-DEC-97;15-JUL-05
1201;572;Luffa aegyptiaca;MILLER;Luffa;aegyptiaca;;;;;MILLER;;;;;Cucurbitaceae;;;22788.0;22788.0;;F;DUKE;10-DEC-97;15-JUL-05
1203;1605;Lumnitzera racemosa;;Lumnitzera;racemosa;;;;;;;;;;Combretaceae;;;417530.0;417530.0;;M;DUKE;10-DEC-97;15-JUL-05
1204;573;Lupinus albus;L.;Lupinus;albus;;;;;L.;;;;;Fabaceae;;283238001.0;22802.0;22802.0;;F;DUKE;10-DEC-97;15-JUL-05
1205;1903;Lupinus angustifolius;;Lupinus;angustifolius;;;;;;;;;;Fabaceae;;;22805.0;22805.0;;M;DUKE;10-DEC-97;15-JUL-05
1207;574;Lupinus mutabilis;SWEET;Lupinus;mutabilis;;;;;SWEET;;;;;Fabaceae;;283238011.0;22844.0;22844.0;;F;DUKE;10-DEC-97;15-JUL-05
1210;575;Lycium chinense;MILL.;Lycium;chinense;;;;;MILL.;;;;;Solanaceae;;540003001.0;22942.0;22942.0;;M;DUKE;10-DEC-97;15-JUL-05
1211;576;Lycopersicon esculentum;MILLER;Lycopersicon;esculentum;;;;;MILLER;;;;;Solanaceae;;540084003.0;22955.0;22955.0;;F;DUKE;10-DEC-97;15-JUL-05
1212;577;Lycopodium clavatum;L.;Lycopodium;clavatum;;;;;L.;;;;;Lycopodiaceae;;14002.0;431024.0;431024.0;;M;DUKE;10-DEC-97;15-JUL-05
1213;578;Lycopodium serratum;THUNB.;Lycopodium;serratum;;;;;THUNB.;;;;;Lycopodiaceae;;;;;;M;DUKE;10-DEC-97;15-JUL-05
1221;585;Lygodium japonicum;(THUNB.) SW.;Lygodium;japonicum;;;;;(THUNB.) SW.;;;;;Schizaeaceae;;;403435.0;403435.0;;M;DUKE;10-DEC-97;15-JUL-05
1229;588;Macleaya cordata;R. BROWN;Macleaya;cordata;;;;;R. BROWN;;;;;Papaveraceae;;;23058.0;23058.0;;M;DUKE;10-DEC-97;15-JUL-05
1238;589;Magnolia denudata;DESR.;Magnolia;denudata;;;;;DESR.;;;;;Magnoliaceae;;;23102.0;23102.0;;M;DUKE;10-DEC-97;15-JUL-05
1244;1403;Malachra capitata;L.;Malachra;capitata;;;;;L.;;;;;Malvaceae;;;;;;;DUKE;10-DEC-97;15-JUL-05
1245;594;Malpighia glabra;L.;Malpighia;glabra;;;;;L.;;;;;Malpighiaceae;;313051002.0;23206.0;23206.0;;C;DUKE;10-DEC-97;15-JUL-05
1246;595;Malus domestica;BORKH.;Malus;domestica;;;;;BORKH.;;;;;Rosaceae;Synonyms: Malus malus, M. pumila, M. sylvestris, Pyrus malus;;104681.0;104681.0;;F;DUKE;10-DEC-97;15-JUL-05
1248;597;Malva parviflora;L.;Malva;parviflora;;;;;L.;;;;;Malvaceae;;375013003.0;90031.0;90031.0;;G;DUKE;10-DEC-97;15-JUL-05
1250;1235;Mammea americana;L.;Mammea;americana;;;;;L.;;;;;Clusiaceae;;;23319.0;23319.0;;F;DUKE;10-DEC-97;15-JUL-05
1252;600;Mangifera indica;L.;Mangifera;indica;;;;;L.;;;;;Anacardiaceae;;;23351.0;23351.0;;F;DUKE;10-DEC-97;15-JUL-05
1253;601;Manihot esculenta;CRANTZ;Manihot;esculenta;;;;;CRANTZ;;;;;Euphorbiaceae;;;431678.0;431678.0;;F;DUKE;10-DEC-97;15-JUL-05
1254;1236;Manilkara zapota;VAN ROYEN;Manilkara;zapota;;;;;VAN ROYEN;;;;;Sapotaceae;;;102614.0;102614.0;;F;DUKE;10-DEC-97;15-JUL-05
1255;602;Maranta arundinacea;L.;Maranta;arundinacea;;;;;L.;;;;;Marantaceae;;;23393.0;23393.0;;F;DUKE;10-DEC-97;15-JUL-05
1264;1609;Maytenus senegalensis;;Maytenus;senegalensis;;;;;;;;;;Celastraceae;;;;;;M;DUKE;10-DEC-97;15-JUL-05
1266;1273;Melaleuca alternifolia;(MAIDEN & BETCHE) CHEEL;Melaleuca;alternifolia;;;;;(MAIDEN & BETCHE) CHEEL;;;;;Myrtaceae;;;402629.0;402629.0;;G;DUKE;10-DEC-97;15-JUL-05
1268;2120;Melaleuca cajuputi;POWELL;Melaleuca;cajuputi;;;;;POWELL;;;;;Myrtaceae;;;23778.0;23778.0;;M;DUKE;10-DEC-97;15-JUL-05
1269;607;Melaleuca leucadendra;(L.)  L.;Melaleuca;leucadendra;;;;;(L.)  L.;;;;;Myrtaceae;;;23805.0;23805.0;;M;DUKE;10-DEC-97;15-JUL-05
1273;1276;Melaleuca viridiflora;SOLAND.EX GAERTN.;Melaleuca;viridiflora;;;;;SOLAND.EX GAERTN.;;;;;Myrtaceae;;;23906.0;23906.0;;;DUKE;10-DEC-97;15-JUL-05
1276;608;Melia azedarach;L.;Melia;azedarach;;;;;L.;;;;;Meliaceae;;;23936.0;23936.0;;M;DUKE;10-DEC-97;15-JUL-05
1281;612;Melissa officinalis;L.;Melissa;officinalis;;;;;L.;;;;;Lamiaceae;;538095001.0;24036.0;24036.0;;G;DUKE;10-DEC-97;15-JUL-05
1284;614;Mentha aquatica;L.;Mentha;aquatica;;;;;L.;;;;;Lamiaceae;;538119009.0;24068.0;24068.0;;G;DUKE;10-DEC-97;15-JUL-05
1290;618;Mentha spicata;L.;Mentha;spicata;;;;;L.;;;;;Lamiaceae;Mentha crispa L. is a synonym;538119006.0;24082.0;24082.0;;G;DUKE;10-DEC-97;15-JUL-05
1295;1773;Mesua ferrea;;Mesua;ferrea;;;;;;;;;;Clusiaceae;;;24194.0;24194.0;;M;DUKE;10-DEC-97;15-JUL-05
1296;1774;Mesua myrtifolia;;Mesua;myrtifolia;;;;;;;;;;Clusiaceae;;;;;;M;DUKE;10-DEC-97;15-JUL-05
1300;1405;Michelia alba;DC.;Michelia;alba;;;;;DC.;;;;;Magnoliaceae;;;;;;;DUKE;10-DEC-97;15-JUL-05
1301;1406;Michelia champaca;L.;Michelia;champaca;;;;;L.;;;;;Magnoliaceae;;;24232.0;24232.0;;;DUKE;10-DEC-97;15-JUL-05
1315;625;Mimosa pudica;L.;Mimosa;pudica;;;;;L.;;;;;Fabaceae;;;24405.0;24405.0;;M;DUKE;10-DEC-97;15-JUL-05
1320;1318;Mirabilis jalapa;L.;Mirabilis;jalapa;;;;;L.;;;;;Nyctaginaceae;;;24469.0;24469.0;;;DUKE;10-DEC-97;15-JUL-05
1322;5006;Mitracarpus scaber;ZUCC.;Mitracarpus;scaber;;;;;ZUCC.;;;;;Rubiaceae;;;;;;;DUKE;10-DEC-97;15-JUL-05
1323;628;Mitragyna speciosa;KORTH.;Mitragyna;speciosa;;;;;KORTH.;;;;;Rubiaceae;;;417532.0;417532.0;;M;DUKE;10-DEC-97;15-JUL-05
1324;1612;Mitrephora heyneana;;Mitrephora;heyneana;;;;;;;;;;Annonaceae;;;;;;M;DUKE;10-DEC-97;15-JUL-05
1325;1916;Moghania macrophylla;;Moghania;macrophylla;;;;;;;;;;Fabaceae;;;;;;;DUKE;10-DEC-97;15-JUL-05
1328;631;Momordica charantia;L.;Momordica;charantia;;;;;L.;;;;;Cucurbitaceae;;;24520.0;24520.0;;F;DUKE;10-DEC-97;15-JUL-05
1332;635;Monarda fistulosa;L.;Monarda;fistulosa;;;;;L.;;;;;Lamiaceae;;538087001.0;24536.0;24536.0;;G;DUKE;10-DEC-97;15-JUL-05
1338;1409;Montrichardia arborescens;SCHOTT;Montrichardia;arborescens;;;;;SCHOTT;;;;;Araceae;;;24568.0;24568.0;;;DUKE;10-DEC-97;15-JUL-05
1339;641;Morinda citrifolia;L.;Morinda;citrifolia;;;;;L.;;;;;Rubiaceae;;;318237.0;318237.0;;F;DUKE;10-DEC-97;15-JUL-05
1341;1435;Moringa oleifera;LAM.;Moringa;oleifera;;;;;LAM.;;;;;Moringaceae;Synonyms: Guilandina moringa, M. moringa, M. pterygosperma;;24597.0;24597.0;;M;DUKE;10-DEC-97;15-JUL-05
1342;643;Morus alba;L.;Morus;alba;;;;;L.;;;;;Moraceae;;126006001.0;24607.0;24607.0;;F;DUKE;10-DEC-97;15-JUL-05
1343;1776;Morus serrata;;Morus;serrata;;;;;;;;;;Moraceae;;;411977.0;411977.0;;M;DUKE;10-DEC-97;15-JUL-05
1344;1917;Mucuna deeringiana;;Mucuna;deeringiana;;;;;;;;;;Fabaceae;;;;;;M;DUKE;10-DEC-97;15-JUL-05
1346;644;Mucuna pruriens;(L.) DC.;Mucuna;pruriens;;;;;(L.) DC.;;;;;Fabaceae;;;24652.0;24652.0;;F;DUKE;10-DEC-97;15-JUL-05
1347;1239;Muntingia calabura;L.;Muntingia;calabura;;;;;L.;;;;;Tiliaceae;;;24697.0;24697.0;;;DUKE;10-DEC-97;15-JUL-05
1348;1410;Murraya koenigii;(L.) SPRENG.;Murraya;koenigii;;;;;(L.) SPRENG.;;;;;Rutaceae;;;24703.0;24703.0;;;DUKE;10-DEC-97;15-JUL-05
1353;648;Myrica cerifera;L.;Myrica;cerifera;;;;;L.;;;;;Myricaceae;;115001001.0;;;;M;DUKE;10-DEC-97;15-JUL-05
1354;649;Myristica fragrans;HOUTT.;Myristica;fragrans;;;;;HOUTT.;;;;;Myristicaceae;Synonym: Myristica officinalis L.;209014001.0;24855.0;24855.0;;F;DUKE;10-DEC-97;15-JUL-05
1355;650;Myroxylon balsamum;(L.) HARMS;Myroxylon;balsamum;;;;;(L.) HARMS;;;;;Flacourtiaceae;;;24873.0;24873.0;;M;DUKE;10-DEC-97;15-JUL-05
1358;654;Nardostachys chinensis;BATALIN;Nardostachys;chinensis;;;;;BATALIN;;;;;Valerianaceae;;;417534.0;417534.0;;M;DUKE;10-DEC-97;15-JUL-05
1359;655;Nardostachys jatamansi;DC.;Nardostachys;jatamansi;;;;;DC.;;;;;Valerianaceae;;;;;;M;DUKE;10-DEC-97;15-JUL-05
1360;656;Nasturtium officinale;R. BR.;Nasturtium;officinale;;;;;R. BR.;;;;;Brassicaceae;;;25072.0;25072.0;;F;DUKE;10-DEC-97;15-JUL-05
1361;657;Nelumbo nucifera;L.;Nelumbo;nucifera;;;;;L.;;;;;Nelumbonaceae;;177001001.0;25110.0;25110.0;;F;DUKE;10-DEC-97;15-JUL-05
1362;1919;Neonotonia wightii;;Neonotonia;wightii;;;;;;;;;;Fabaceae;;;104937.0;104937.0;;M;DUKE;10-DEC-97;15-JUL-05
1363;658;Nepeta cataria;L.;Nepeta;cataria;;;;;L.;;;;;Lamiaceae;;538038001.0;25165.0;25165.0;;G;DUKE;10-DEC-97;15-JUL-05
1365;659;Nerium oleander;L.;Nerium;oleander;;;;;L.;;;;;Apocynaceae;;513139001.0;25229.0;25229.0;;M;DUKE;10-DEC-97;15-JUL-05
1371;663;Nicotiana tabacum;L.;Nicotiana;tabacum;;;;;L.;;;;;Solanaceae;;;25309.0;25309.0;;M;DUKE;10-DEC-97;15-JUL-05
1372;664;Nigella sativa;L.;Nigella;sativa;;;;;L.;;;;;Ranunculaceae;;189010001.0;25337.0;25337.0;;M;DUKE;10-DEC-97;15-JUL-05
1377;1779;Ocimum americanum;;Ocimum;americanum;;;;;;;;;;Lamiaceae;;;402305.0;402305.0;;M;DUKE;10-DEC-97;15-JUL-05
1378;667;Ocimum basilicum;L.;Ocimum;basilicum;;;;;L.;;;;;Lamiaceae;Synonyms:O.basilicum var. glabratum, O. basilicum var. majus;538157001.0;25478.0;25478.0;;F;DUKE;10-DEC-97;15-JUL-05
1379;2019;Ocimum canum;SIMS;Ocimum;canum;;;;;SIMS;;;;;Lamiaceae;Ocimum americanum L.;;;;;M;DUKE;10-DEC-97;15-JUL-05
1380;1287;Ocimum gratissimum;L.;Ocimum;gratissimum;;;;;L.;;;;;Lamiaceae;;;25483.0;25483.0;;G;DUKE;10-DEC-97;15-JUL-05
1382;2021;Ocimum sanctum;L.;Ocimum;sanctum;;;;;L.;;;;;Lamiaceae;;;;;;M;DUKE;10-DEC-97;15-JUL-05
1385;2024;Ocimum tenuiflorum;L.;Ocimum;tenuiflorum;;;;;L.;;;;;Lamiaceae;;;25491.0;25491.0;;M;DUKE;10-DEC-97;15-JUL-05
1389;671;Oenanthe javanica;(BLUME) DC.;Oenanthe;javanica;;;;;(BLUME) DC.;;;;;Apiaceae;;464154001.0;102119.0;102119.0;;M;DUKE;10-DEC-97;15-JUL-05
1390;672;Oenothera biennis;L.;Oenothera;biennis;;;;;L.;;;;;Onagraceae;;456014002.0;25521.0;25521.0;;F;DUKE;10-DEC-97;15-JUL-05
1392;674;Ophiopogon japonicus;KER-GAWL.;Ophiopogon;japonicus;;;;;KER-GAWL.;;;;;Liliaceae;;73199001.0;25788.0;25788.0;;M;DUKE;10-DEC-97;15-JUL-05
1394;676;Opuntia ficus-indica;(L.) MILL.;Opuntia;ficus-indica;;;;;(L.) MILL.;;;;;Cactaceae;;;25840.0;25840.0;;F;DUKE;10-DEC-97;15-JUL-05
1409;682;Oryza sativa;L.;Oryza;sativa;;;;;L.;;;;;Poaceae;;38093002.0;26077.0;26077.0;;F;DUKE;10-DEC-97;15-JUL-05
1413;686;Pachyrhizus erosus;RICH. ex DC.;Pachyrhizus;erosus;;;;;RICH. ex DC.;;;;;Fabaceae;;;26286.0;26286.0;;F;DUKE;10-DEC-97;15-JUL-05
1415;687;Paeonia lactiflora;PALL.;Paeonia;lactiflora;;;;;PALL.;;;;;Paeoniaceae;;;105031.0;105031.0;;M;DUKE;10-DEC-97;15-JUL-05
1420;691;Panax ginseng;C. A. MEYER;Panax;ginseng;;;;;C. A. MEYER;;;;;Araliaceae;;;26379.0;26379.0;;G;DUKE;10-DEC-97;15-JUL-05
1426;1319;Panicum maximum;JACQ.;Panicum;maximum;;;;;JACQ.;;;;;Poaceae;;;;;;;DUKE;10-DEC-97;15-JUL-05
1428;697;Papaver somniferum;L.;Papaver;somniferum;;;;;L.;;;;;Papaveraceae;;224021002.0;406377.0;406377.0;;F;DUKE;10-DEC-97;15-JUL-05
1432;1243;Passiflora edulis;SIMS;Passiflora;edulis;;;;;SIMS;;;;;Passifloraceae;;;26962.0;26962.0;;;DUKE;10-DEC-97;15-JUL-05
1433;1244;Passiflora foetida;L.;Passiflora;foetida;;;;;L.;;;;;Passifloraceae;;;26968.0;26968.0;;;DUKE;10-DEC-97;15-JUL-05
1434;700;Passiflora incarnata;L.;Passiflora;incarnata;;;;;L.;;;;;Passifloraceae;;424010007.0;26977.0;26977.0;;F;DUKE;10-DEC-97;15-JUL-05
1435;1245;Passiflora ligularis;JUSS.;Passiflora;ligularis;;;;;JUSS.;;;;;Passifloraceae;;;26982.0;26982.0;;;DUKE;10-DEC-97;15-JUL-05
1437;701;Passiflora quadrangularis;L.;Passiflora;quadrangularis;;;;;L.;;;;;Passifloraceae;;;27001.0;27001.0;;F;DUKE;10-DEC-97;15-JUL-05
1438;1321;Passiflora suberosa;L.;Passiflora;suberosa;;;;;L.;;;;;Passifloraceae;;;27009.0;27009.0;;;DUKE;10-DEC-97;15-JUL-05
1442;705;Pausinystalia johimbe;(K. SCHUM.) PIERRE;Pausinystalia;johimbe;;;;;(K. SCHUM.) PIERRE;;;;;Rubiaceae;;;402661.0;402661.0;;M;DUKE;10-DEC-97;15-JUL-05
1444;1323;Pavonia spinifex;(L.) CAV.;Pavonia;spinifex;;;;;(L.) CAV.;;;;;Malvaceae;;;27060.0;27060.0;;;DUKE;10-DEC-97;15-JUL-05
1451;1247;Pereskia aculeata;MILL.;Pereskia;aculeata;;;;;MILL.;;;;;Cactaceae;;;27356.0;27356.0;;;DUKE;10-DEC-97;15-JUL-05
1454;709;Perilla frutescens;(L.) BRITTON;Perilla;frutescens;;;;;(L.) BRITTON;;;;;Lamiaceae;;538123001.0;27364.0;27364.0;;F;DUKE;10-DEC-97;15-JUL-05
1455;710;Persea americana;MILLER;Persea;americana;;;;;MILLER;;;;;Lauraceae;;;27393.0;27393.0;;F;DUKE;10-DEC-97;15-JUL-05
1458;1280;Petiveria alliacea;;Petiveria;alliacea;;;;;;;;;;Phytolaccaceae;;;431298.0;431298.0;;M;DUKE;10-DEC-97;15-JUL-05
1459;712;Petroselinum crispum;(MILLER) NYMAN EX A. W. HILLL;Petroselinum;crispum;;;;;(MILLER) NYMAN EX A. W. HILLL;;;;;Apiaceae;;464114001.0;27448.0;27448.0;;F;DUKE;10-DEC-97;15-JUL-05
1464;2174;Phaseolus aborigineus;BURKART;Phaseolus;aborigineus;;;;;BURKART;;;;;Fabaceae;;;;;;M;DUKE;10-DEC-97;15-JUL-05
1466;717;Phaseolus coccineus;L.;Phaseolus;coccineus;;;;;L.;;;;;Fabaceae;;283467003.0;27563.0;27563.0;;F;DUKE;10-DEC-97;15-JUL-05
1467;718;Phaseolus lunatus;L.;Phaseolus;lunatus;;;;;L.;;;;;Fabaceae;;;27591.0;27591.0;;F;DUKE;10-DEC-97;15-JUL-05
1471;1617;Phillyrea latifolia;;Phillyrea;latifolia;;;;;;;;;;Oleaceae;;;27721.0;27721.0;;M;DUKE;10-DEC-97;15-JUL-05
1474;723;Phyllanthus acidus;(L.) SKEELS;Phyllanthus;acidus;;;;;(L.) SKEELS;;;;;Euphorbiaceae;;;28113.0;28113.0;;F;DUKE;10-DEC-97;15-JUL-05
1475;2101;Phyllanthus amarus;SCHUMACH. & THONN.;Phyllanthus;amarus;;;;;SCHUMACH. & THONN.;;;;;Euphorbiaceae;;;401814.0;401814.0;;M;DUKE;10-DEC-97;15-JUL-05
1477;724;Phyllanthus emblica;L.;Phyllanthus;emblica;;;;;L.;;;;;Euphorbiaceae;;328014002.0;28119.0;28119.0;;F;DUKE;10-DEC-97;15-JUL-05
1479;725;Phyllanthus niruri;L.;Phyllanthus;niruri;;;;;L.;;;;;Euphorbiaceae;Hopelessly confused with P. amarus and P. fraternus;328014004.0;28124.0;28124.0;;M;DUKE;10-DEC-97;15-JUL-05
1480;1620;Phyllanthus reticulatus;;Phyllanthus;reticulatus;;;;;;;;;;Euphorbiaceae;;;28128.0;28128.0;;M;DUKE;10-DEC-97;15-JUL-05
1482;1249;Physalis angulata;L.;Physalis;angulata;;;;;L.;;;;;Solanaceae;;;102388.0;102388.0;;;DUKE;10-DEC-97;15-JUL-05
1484;728;Physalis peruviana;L.;Physalis;peruviana;;;;;L.;;;;;Solanaceae;;540025002.0;102390.0;102390.0;;M;DUKE;10-DEC-97;15-JUL-05
1487;1146;Phytelephas macrocarpa;L.;Phytelephas;macrocarpa;;;;;L.;;;;;Arecaceae;;;28245.0;28245.0;;F;DUKE;10-DEC-97;15-JUL-05
1488;730;Phytolacca americana;L.;Phytolacca;americana;;;;;L.;;;;;Phytolaccaceae;;161017001.0;28252.0;28252.0;;G;DUKE;10-DEC-97;15-JUL-05
1492;733;Picrasma excelsa;(SW.) PLANCHON;Picrasma;excelsa;;;;;(SW.) PLANCHON;;;;;Simaroubaceae;;;102590.0;102590.0;;M;DUKE;10-DEC-97;15-JUL-05
1494;735;Picrorhiza kurrooa;ROYLE EX BENTH.;Picrorhiza;kurrooa;;;;;ROYLE EX BENTH.;;;;;Scrophulariaceae;;;28345.0;28345.0;;M;DUKE;10-DEC-97;15-JUL-05
1499;740;Pimenta dioica;(L.) MERR.;Pimenta;dioica;;;;;(L.) MERR.;;;;;Myrtaceae;Syn:P.officinalis,P.pimenta,P.vulgaris,Myrtus dioica,M.pimen;453014001.0;28390.0;28390.0;;F;DUKE;10-DEC-97;15-JUL-05
1500;741;Pimenta racemosa;(MILL.) J. W. MOORE;Pimenta;racemosa;;;;;(MILL.) J. W. MOORE;;;;;Myrtaceae;;;28393.0;28393.0;;F;DUKE;10-DEC-97;15-JUL-05
1501;742;Pimpinella anisum;L.;Pimpinella;anisum;;;;;L.;;;;;Apiaceae;Synonyms: Anisum vulgare Gaertn.;464141001.0;28395.0;28395.0;;F;DUKE;10-DEC-97;15-JUL-05
1508;1970;Pinus insularis;ENDL.;Pinus;insularis;;;;;ENDL.;;;;;Pinaceae;;;;;;M;DUKE;10-DEC-97;15-JUL-05
1509;1083;Pinus kesiya;Royle;Pinus;kesiya;;;;;Royle;;;;;Pinaceae;;;28462.0;28462.0;;M;DUKE;10-DEC-97;15-JUL-05
1513;1084;Pinus roxburghii;SARG.;Pinus;roxburghii;;;;;SARG.;;;;;Pinaceae;;;28538.0;28538.0;;M;DUKE;10-DEC-97;15-JUL-05
1517;750;Piper angustifolium;RUIZ & PAV.;Piper;angustifolium;;;;;RUIZ & PAV.;;;;;Piperaceae;;108004043.0;400680.0;400680.0;;M;DUKE;10-DEC-97;15-JUL-05
1518;751;Piper auritum;HBK.;Piper;auritum;;;;;HBK.;;;;;Piperaceae;;108004008.0;312915.0;312915.0;;M;DUKE;10-DEC-97;15-JUL-05
1519;752;Piper betel;L.;Piper;betel;;;;;L.;;;;;Piperaceae;;;;;;M;DUKE;10-DEC-97;15-JUL-05
1520;753;Piper cubeba;L. f.;Piper;cubeba;;;;;L. f.;;;;;Piperaceae;;;28578.0;28578.0;;G;DUKE;10-DEC-97;15-JUL-05
1521;754;Piper methysticum;G. FORSTER;Piper;methysticum;;;;;G. FORSTER;;;;;Piperaceae;;;28587.0;28587.0;;M;DUKE;10-DEC-97;15-JUL-05
1522;755;Piper nigrum;L.;Piper;nigrum;;;;;L.;;;;;Piperaceae;;108044004.0;28589.0;28589.0;;F;DUKE;10-DEC-97;15-JUL-05
1525;1925;Piscidia erythrina;;Piscidia;erythrina;;;;;;;;;;Fabaceae;;;;;;M;DUKE;10-DEC-97;15-JUL-05
1526;756;Piscidia piscipula;SARG.;Piscidia;piscipula;;;;;SARG.;;;;;Fabaceae;;;28636.0;28636.0;;M;DUKE;10-DEC-97;15-JUL-05
1529;759;Pisum sativum;L.;Pisum;sativum;;;;;L.;;;;;Fabaceae;;283421001.0;300472.0;300472.0;;F;DUKE;10-DEC-97;15-JUL-05
1530;760;Plantago asiatica;L.;Plantago;asiatica;;;;;L.;;;;;Plantaginaceae;;;402667.0;402667.0;;G;DUKE;10-DEC-97;15-JUL-05
1531;761;Plantago major;L.;Plantago;major;;;;;L.;;;;;Plantaginaceae;;;28788.0;28788.0;;G;DUKE;10-DEC-97;15-JUL-05
